Geneid,N2,N2,R1,R2
CAMLG,396,258,129,161
DDX46,812,510,1672,1645
C5orf24,1017,691,265,265
TXNDC15,639,494,249,234
PCBD2,128,49,62,90
NA,0,0,0,0
CATSPER3,4,7,102,112
PITX1,70,171,184,158
PITX1-AS1,40,39,12,8
EPIST,0,2,0,0
LINC02900,2,0,0,2
MACROH2A1,1304,793,1006,932
DCANP1,67,19,2,0
TIFAB,51,18,0,0
NEUROG1,0,0,0,0
CXCL14,642,881,70,57
SLC25A48-AS1,0,0,0,2
MIR5692C1,0,0,0,0
SLC25A48,0,0,0,0
IL9,0,0,0,0
FBXL21P,10,3,2,0
LECT2,0,0,0,0
TGFBI,3174,2138,481,443
VTRNA2-1,0,0,5,0
SMAD5-AS1,7,0,0,0
SMAD5,1037,626,755,677
SMIM32,0,0,0,0
TRPC7,0,0,0,0
SPOCK1,286,399,46,47
KLHL3,180,90,182,146
MIR874,0,0,4,2
HNRNPA0,890,474,177,148
NPY6R,7,313,30,34
MYOT,6,39,225,228
PKD2L2,0,0,134,133
FAM13B,936,586,1477,1505
WNT8A,0,0,2,0
NME5,40,10,69,69
BRD8,584,435,1102,1079
KIF20A,109,46,186,214
CDC23,442,298,331,312
GFRA3,18,16,2,0
CDC25C,18,4,28,35
FAM53C,461,535,100,121
KDM3B,1137,760,2021,1963
REEP2,20,81,2,0
EGR1,2438,6176,2073,1986
ETF1,1325,1118,663,665
HSPA9,2246,1456,5902,5618
SNORD63,1,1,19,7
CTNNA1-AS1,0,0,0,0
CTNNA1,3488,2892,4011,3937
LRRTM2,4,5,333,298
SIL1,347,291,370,374
SNHG4,9,6,11,3
MATR3,3792,2285,8097,8175
SNORA74A,2,0,896,726
PAIP2,1207,710,367,334
SLC23A1,4,8,60,23
MZB1,691,796,19,22
PROB1,6,8,6,6
SPATA24,17,6,36,35
DNAJC18,136,160,25,17
ECSCR,116,254,25,18
STING1,489,637,89,113
UBE2D2,767,474,806,807
CXXC5,215,290,18,20
PSD2,4,4,0,0
PSD2-AS1,0,0,0,0
NRG2,15,37,15,16
MALINC1,23,21,4,0
PURA,500,267,43,39
IGIP,131,62,93,53
LOC101929719,2,4,2,0
CYSTM1,443,284,97,84
PFDN1,418,323,184,184
HBEGF,155,958,70,75
SLC4A9,1,0,15,22
ANKHD1-EIF4EBP3,0,0,11,3
ANKHD1,52,17,108,95
EIF4EBP3,5,7,4,2
SRA1,183,153,89,95
APBB3,126,157,153,153
MIR6831,0,0,0,0
SLC35A4,765,817,94,102
TMCO6,108,82,142,124
CD14,705,702,31,22
NDUFA2,223,152,309,292
IK,993,724,1350,1418
MIR3655,0,0,0,0
WDR55,299,236,84,111
DND1,19,13,25,15
HARS1,451,389,391,386
HARS2,313,217,979,1016
ZMAT2,652,328,291,363
VTRNA1-1,0,0,0,0
VTRNA1-2,2,0,0,0
VTRNA1-3,0,0,1,2
PCDHA1,0,0,6,0
PCDHA2,0,4,2,4
PCDHA3,4,6,13,8
PCDHA4,5,2,8,9
PCDHA5,0,3,2,14
PCDHA6,0,0,18,22
PCDHA7,0,4,18,16
PCDHA8,2,0,4,10
PCDHA9,0,0,4,8
PCDHA10,4,1,6,9
PCDHA11,2,2,75,78
PCDHA12,0,2,22,26
PCDHA13,0,0,40,49
PCDHAC1,0,4,19,16
PCDHAC2,2,6,8,8
PCDHACT,0,0,0,0
LOC101926905,0,0,0,0
PCDHB1,0,0,4,2
PCDHB2,21,38,48,28
PCDHB3,11,4,122,123
PCDHB4,38,49,196,163
PCDHB5,17,24,109,124
PCDHB6,9,14,77,99
PCDHB17P,0,0,16,24
PCDHB7,35,21,32,27
PCDHB8,3,4,120,81
PCDHB16,24,62,54,53
PCDHB9,6,16,327,279
PCDHB10,16,20,138,103
PCDHB11,8,4,224,196
PCDHB12,18,18,139,132
PCDHB13,31,18,258,225
PCDHB14,49,39,410,415
PCDHB18P,13,8,71,89
PCDHB19P,7,6,38,53
PCDHB15,58,42,120,158
SLC25A2,0,0,6,6
TAF7,1143,753,317,351
PCDHGA1,0,6,26,32
PCDHGA2,9,15,10,12
PCDHGA3,11,11,30,23
PCDHGB1,4,4,96,43
PCDHGA4,8,13,46,42
PCDHGB2,12,18,125,107
PCDHGA5,21,11,55,75
PCDHGB3,0,5,86,130
PCDHGA6,6,5,198,176
PCDHGA7,10,7,92,70
PCDHGB4,26,7,118,85
PCDHGA8,2,1,62,78
PCDHGB5,18,15,147,102
PCDHGA9,20,36,114,110
PCDHGB6,28,22,51,50
PCDHGA10,37,17,85,98
PCDHGB7,34,38,80,91
PCDHGA11,14,9,61,62
PCDHGB8P,0,2,56,52
PCDHGA12,18,41,29,26
PCDHGC3,207,365,178,201
PCDHGC4,0,2,42,34
PCDHGC5,0,0,26,30
DIAPH1,1723,788,3713,3526
DIAPH1-AS1,0,0,2,2
HDAC3,524,366,689,606
RELL2,13,12,4,3
FCHSD1,223,133,238,279
ARAP3,330,273,466,454
PCDH1,881,325,966,940
LOC729080,0,0,24,28
DELE1,790,529,337,320
PCDH12,125,242,79,48
RNF14,545,485,353,361
GNPDA1,811,499,192,180
NDFIP1,1818,1263,1052,1069
SPRY4,193,295,39,39
SPRY4-AS1,0,3,0,0
FGF1,22,24,0,2
LINC01844,3,2,0,0
ARHGAP26,502,317,609,656
ARHGAP26-AS1,0,0,0,0
ARHGAP26-IT1,0,0,0,0
NR3C1,1086,946,1111,999
MIR5197,0,0,0,0
HMHB1,0,0,0,0
YIPF5,696,498,234,244
KCTD16,4,7,0,2
PRELID2,34,21,84,92
GRXCR2,0,0,0,0
SH3RF2,41,15,102,79
PLAC8L1,0,1,4,4
LARS1,1055,770,2599,2711
RBM27,672,336,1205,1153
POU4F3,2,0,0,0
TCERG1,578,363,3278,3074
GPR151,0,0,2,2
PPP2R2B,277,107,163,123
PPP2R2B-IT1,0,0,0,0
STK32A,156,41,134,117
DPYSL3,1759,4797,40,32
JAKMIP2-AS1,0,0,1,0
JAKMIP2,24,10,18,21
SPINK1,2524,95,3666,3548
SCGB3A2,0,0,0,0
C5orf46,0,0,0,0
SPINK5,30,32,1151,1121
SPINK14,0,0,14,11
SPINK6,1,0,13,29
MARCOL,0,11,0,0
LOC102546294,3,9,0,0
SPINK13,6,0,2,6
SPINK7,6,0,2,0
SPINK9,0,0,7,3
FBXO38,597,375,906,833
HTR4,2,0,0,0
ADRB2,104,79,59,60
SH3TC2,221,41,426,331
MIR584,0,0,2,2
SH3TC2-DT,2,0,0,0
ABLIM3,397,479,171,255
AFAP1L1,160,186,81,69
GRPEL2,233,93,28,37
PCYOX1L,102,88,70,53
IL17B,1,2,0,0
CARMN,15,97,0,0
MIR143,0,0,0,0
MIR145,4,29,0,0
CSNK1A1,2041,1424,3944,3692
ARHGEF37,153,208,20,26
PPARGC1B,286,210,215,175
MIR378A,0,0,1,0
PDE6A,3,1,29,22
MFFP2,1,0,4,2
SLC26A2,496,140,394,412
TIGD6,73,45,40,32
HMGXB3,450,424,892,881
CSF1R,1355,1386,119,131
PDGFRB,1719,3333,154,165
CDX1,1,0,0,0
SLC6A7,0,1,6,0
CAMK2A,8,61,3,0
ARSI,40,67,5,0
TCOF1,405,266,1338,1232
CD74,18344,14479,1946,1816
RPS14,3916,2983,2033,2053
NDST1-AS1,0,0,0,0
NDST1,1119,833,754,803
SYNPO,1016,1738,656,665
MYOZ3,9,8,0,0
RBM22,534,369,188,192
DCTN4,899,574,467,506
SMIM3,174,170,27,28
IRGM,7,1,0,0
ZNF300,154,48,67,83
ZNF300P1,42,57,2,0
GPX3,490,1634,20,18
TNIP1,1180,787,656,625
ANXA6,1753,2801,215,253
CCDC69,1145,1749,189,171
GM2A,1535,1048,479,461
SLC36A3,0,0,15,6
SLC36A2,0,0,1,1
SLC36A1,267,228,138,137
FAT2,452,71,1742,1753
MIR6499,0,0,0,0
SPARC,12639,23907,884,820
CLMAT3,2,6,0,0
ATOX1,152,111,97,55
LOC100652758,15,3,0,0
G3BP1,2077,995,1812,1693
GLRA1,0,0,17,12
LINC01933,0,0,0,0
NMUR2,0,3,0,0
LINC01470,0,0,0,0
GRIA1,3,0,0,0
FAM114A2,271,217,283,218
MFAP3,789,519,115,115
GALNT10,657,660,51,60
MIR1294,0,0,1,0
SAP30L-AS1,1,4,1,0
SAP30L,535,353,82,90
HAND1,2,38,0,0
MIR3141,0,0,0,0
LARP1,1745,1094,3442,3398
MIR1303,0,0,2,3
FAXDC2,200,434,131,123
MIR378H,0,0,0,0
CNOT8,776,550,268,305
GEMIN5,260,188,241,236
MRPL22,176,99,109,140
KIF4B,3,0,16,17
SGCD,231,796,0,0
PPP1R2B,6,3,16,18
TIMD4,22,17,2,4
HAVCR1,1,1,2,1
HAVCR2,214,180,38,52
MED7,137,67,54,55
FAM71B,0,0,0,0
ITK,299,168,108,150
CYFIP2,906,339,559,464
FNDC9,0,0,6,2
NIPAL4-DT,1,0,1,1
NIPAL4,301,94,270,312
ADAM19,637,590,90,84
SOX30,7,11,4,2
C5orf52,0,0,0,0
THG1L,156,94,92,101
LSM11,120,210,10,6
CLINT1,1871,956,3056,3162
LINC02227,0,0,0,0
EBF1,165,324,54,40
LINC02202,7,29,0,0
RNF145,1309,1073,506,522
UBLCP1,475,321,418,415
IL12B,4,2,0,2
LOC285626,0,0,0,0
LINC01845,0,0,0,0
LINC01847,0,0,0,0
ADRA1B,2,14,0,0
TTC1,399,316,401,409
PWWP2A,281,167,410,367
FABP6,34,0,33,41
CCNJL,143,46,55,73
C1QTNF2,12,33,10,2
ZBED8,71,52,98,75
SLU7,760,424,666,637
PTTG1,76,24,150,146
MIR3142,0,0,0,0
MIR146A,6,0,0,0
ATP10B,205,33,294,302
LINC02159,0,0,0,0
GABRB2,2,4,4,4
GABRA6,0,0,0,0
GABRA1,0,0,0,0
LINC01202,0,0,0,0
GABRG2,0,6,0,0
CCNG1,1929,1081,669,581
NUDCD2,157,108,59,67
HMMR,93,47,93,125
HMMR-AS1,1,0,0,0
MAT2B,1720,807,572,661
LINC02143,0,0,0,0
LOC102546299,0,0,0,0
LINC01947,0,0,0,0
TENM2,6,2,19,8
LOC101927908,0,0,0,0
CTB-178M22.2,0,0,0,0
WWC1,453,57,497,481
RARS1,639,438,1257,1217
FBLL1,2,0,4,0
PANK3,496,197,524,472
MIR103A1,0,0,0,0
MIR103B1,0,0,0,0
SLIT3,1034,3942,510,505
SLIT3-AS2,0,1,1,0
MIR218-2,0,0,0,1
SLIT3-AS1,0,0,0,0
MIR585,0,0,0,3
SPDL1,125,88,242,230
DOCK2,911,480,354,337
INSYN2B,8,3,8,15
MIR378E,0,0,0,0
FOXI1,2,0,0,0
LINC01187,0,0,0,0
C5orf58,0,1,8,6
LCP2,681,365,416,415
LINC01366,2,2,0,0
KCNIP1,4,3,0,0
KCNMB1,165,860,2,0
KCNIP1-OT1,2,0,0,0
KCNIP1-AS1,0,0,0,0
GABRP,176,21,4,2
RANBP17,15,17,302,257
TLX3,0,0,0,0
MIR3912,0,0,0,0
NPM1,5384,3235,7074,7129
FGF18,6,4,0,0
SMIM23,0,0,0,0
FBXW11,695,462,595,583
STK10,780,554,193,186
EFCAB9,0,0,1,9
UBTD2,407,338,165,118
LOC100288254,0,0,0,0
SH3PXD2B,695,880,254,288
NEURL1B,529,947,15,5
MIR5003,0,0,0,0
LOC101928093,0,0,0,0
DUSP1,2083,9142,480,467
ERGIC1,1349,1122,872,813
RPL26L1,108,86,84,69
LOC100268168,2,2,6,10
ATP6V0E1,1307,1049,245,243
SNORA74B,0,0,653,659
CREBRF,776,568,606,549
BNIP1,49,70,33,47
NKX2-5,0,0,0,0
STC2,68,191,2,6
MIR8056,0,0,0,0
LOC285593,2,2,0,0
BOD1,269,217,172,199
LINC01484,5,5,0,0
LINC01485,3,0,0,0
CPEB4,896,709,399,422
C5orf47,0,0,0,0
NSG2,0,1,0,0
LINC01411,0,0,0,0
MSX2,237,136,79,107
MIR4634,0,0,0,0
LINC01951,0,0,0,0
DRD1,25,10,6,4
SFXN1,536,253,204,181
HRH2,141,112,9,0
CPLX2,4,3,4,3
THOC3,98,84,52,63
NA,0,0,0,0
LOC100996385,0,0,0,0
FAM153B,0,0,6,4
NA,2,0,0,0
LOC643201,4,1,0,0
SIMC1,98,95,357,282
KIAA1191,985,821,241,250
ARL10,63,34,33,26
MIR1271,0,0,0,0
NOP16,84,73,133,135
HIGD2A,379,328,81,82
CLTB,223,276,197,227
FAF2,865,411,358,358
RNF44,596,308,124,105
CDHR2,0,1,0,2
GPRIN1,16,9,4,2
SNCB,0,0,0,0
MIR4281,0,0,0,0
EIF4E1B,0,0,0,0
TSPAN17,409,238,157,149
LINC01574,0,0,0,0
UNC5A,2,21,0,0
HK3,136,143,4,12
UIMC1,293,241,492,421
ZNF346,130,116,238,220
FGFR4,49,45,2,6
NA,0,0,0,0
NSD1,1518,702,4766,4575
RAB24,164,135,122,103
PRELID1,177,134,255,210
MXD3,9,12,18,22
LMAN2,747,632,454,443
RGS14,164,121,26,18
SLC34A1,1,0,3,2
PFN3,0,0,0,0
F12,8,2,8,11
GRK6,468,342,151,128
PRR7-AS1,6,6,0,0
PRR7,3,7,0,4
DBN1,234,550,240,225
PDLIM7,245,1172,39,48
DOK3,236,129,10,12
DDX41,554,385,323,307
FAM193B,441,366,302,294
TMED9,1090,927,225,237
B4GALT7,152,92,111,116
LOC202181,25,22,229,199
FAM153A,2,0,8,14
LOC728554,0,0,0,0
PROP1,0,0,0,0
NA,0,0,0,0
FAM153CP,0,0,1,0
N4BP3,66,39,24,30
RMND5B,203,263,151,165
NHP2,300,145,328,330
GMCL2,0,0,2,0
HNRNPAB,881,744,535,580
PHYKPL,285,265,274,310
COL23A1,28,29,5,4
CLK4,300,308,356,336
MSANTD5,0,2,0,0
ZNF354A,156,113,313,348
AACSP1,0,0,0,0
ZNF354B,128,86,284,307
ZFP2,24,36,15,18
ZNF454,10,17,21,29
GRM6,2,1,0,2
ZNF879,55,45,57,46
ZNF354C,176,101,108,104
ADAMTS2,440,811,59,67
RUFY1,405,375,675,667
RUFY1-AS1,4,12,6,2
HNRNPH1,2671,2043,7566,7548
C5orf60,0,1,0,0
CBY3,1,1,0,2
CANX,7932,4198,6011,6089
MAML1,541,460,413,450
LTC4S,4,4,29,21
MGAT4B,683,532,589,536
MIR1229,0,0,0,0
SQSTM1,2798,3825,3221,3070
MRNIP,37,49,82,86
TBC1D9B,1141,1179,778,776
RNF130,662,830,392,406
MIR340,0,0,1,0
RASGEF1C,0,4,2,0
MAPK9,464,422,358,348
GFPT2,129,238,6,8
CNOT6,835,315,1022,1013
SCGB3A1,2,0,0,2
FLT4,88,166,59,47
OR2Y1,0,0,0,0
MGAT1,1428,1032,309,275
HEIH,188,173,0,0
LINC00847,181,154,1,4
ZFP62,381,194,867,877
BTNL8,8,0,4,8
BTNL3,2,0,0,2
BTNL9,83,140,54,89
MIR8089,0,0,0,0
TRV-CAC1-2,0,0,0,0
TRL-AAG1-1,0,0,0,0
TRL-AAG1-2,0,0,0,0
TRV-CAC1-3,0,0,0,0
OR2V1,0,0,0,0
OR2V2,0,0,0,0
TRV-AAC1-2,0,0,0,0
TRV-AAC1-3,0,0,0,0
TRV-CAC1-4,0,0,0,0
TRL-AAG1-3,0,0,0,0
TRL-AAG2-1,0,0,0,0
TRV-AAC2-1,0,0,0,0
TRP-TGG3-1,0,0,0,0
LINC01962,0,0,0,0
TRT-TGT6-1,0,0,0,0
TRIM7,6,9,31,28
TRA-TGC3-1,0,0,0,0
TRK-CTT2-2,0,0,0,0
TRV-AAC1-4,0,0,0,0
TRK-CTT2-3,0,0,0,0
TRV-CAC1-5,0,0,0,0
MIR4638,0,0,0,0
TRIM41,259,189,513,487
RACK1,7679,6157,3431,3514
SNORD96A,6,12,17,29
SNORD95,2,0,12,12
CTC-338M12.4,2,8,5,5
TRIM52,116,89,224,206
TRIM52-AS1,30,53,1,0
LOC100132062,2,1,67,73
OR4F3,0,0,0,2
LINC00266-3,0,0,2,7
LOC285766,0,2,0,0
DUSP22,483,528,96,101
NA,1,0,0,0
IRF4,748,277,57,36
EXOC2,515,363,634,645
NA,0,0,0,0
HUS1B,0,0,8,4
LOC101927691,0,0,0,0
NA,0,0,0,0
LINC01622,11,3,0,0
FOXQ1,1092,276,188,184
FOXF2,102,63,14,24
MIR6720,0,0,0,0
FOXCUT,3,0,0,0
FOXC1,302,172,1033,993
GMDS,242,152,251,240
GMDS-DT,32,17,0,0
LINC01600,0,0,0,0
MYLK4,45,21,63,55
WRNIP1,380,267,299,278
SERPINB1,1087,715,285,266
MIR4645,2,1,0,0
SERPINB9P1,11,2,0,0
LOC101927730,1,0,2,2
SERPINB9,409,267,30,28
SERPINB6,690,708,911,869
LINC01011,22,34,0,1
NQO2,176,145,55,44
HTATSF1P2,126,124,0,2
LOC101927759,4,6,0,0
RIPK1,567,543,490,556
BPHL,126,107,85,67
TUBB2A,30,117,64,49
LINC02525,0,0,0,0
TUBB2B,1,24,16,5
PSMG4,31,30,95,85
SLC22A23,298,167,72,61
PXDC1,172,518,134,118
FAM50B,31,44,4,4
PRPF4B,1356,843,2522,2433
FAM217A,0,0,0,6
C6orf201,5,4,15,5
ECI2,172,137,75,57
ECI2-DT,2,1,0,0
LOC102724096,0,0,0,0
KU-MEL-3,0,0,0,0
CDYL,438,311,586,566
RPP40,59,36,51,49
LYRM4-AS1,23,27,0,0
LYRM4,165,183,91,69
PPP1R3G,9,22,4,0
MIR3691,0,0,0,0
FARS2,115,104,102,118
LOC101927972,0,0,2,0
LOC101927950,0,0,0,0
NRN1,61,219,40,30
F13A1,3830,2714,293,266
MIR7853,0,0,0,0
MIR5683,0,0,0,0
LY86-AS1,2,0,0,0
LY86,86,78,6,4
RREB1,405,343,785,802
SSR1,2167,1265,976,986
CAGE1,2,1,0,0
RIOK1,199,167,417,418
DSP,831,463,6908,6739
SNRNP48,239,161,115,107
BMP6,78,108,25,9
BLOC1S5-TXNDC5,0,0,0,0
TXNDC5,16,24,33,21
NA,0,0,0,0
PIP5K1P1,0,0,10,10
EEF1E1-BLOC1S5,0,0,0,0
BLOC1S5,0,0,0,0
EEF1E1,50,35,41,46
SCARNA27,3,0,0,0
SLC35B3,300,222,373,364
LOC100506207,6,8,0,0
HULC,0,0,0,0
OFCC1,0,0,92,119
NA,2,0,44,45
TFAP2A,45,43,965,804
TFAP2A-AS1,5,1,0,2
LINC00518,0,0,0,0
MIR5689,0,0,0,0
GCNT2,77,105,214,191
C6orf52,2,2,0,0
PAK1IP1,125,135,231,218
TMEM14C,668,565,193,217
TMEM14B,342,218,250,248
MAK,11,4,628,570
GCM2,0,0,36,26
SYCP2L,0,16,27,14
LOC101928191,0,0,0,0
ELOVL2,40,30,0,6
ELOVL2-AS1,0,0,0,0
SMIM13,150,176,26,26
ERVFRD-1,6,11,86,59
NEDD9,515,829,390,356
TMEM170B,155,110,14,26
ADTRP,124,60,31,21
LOC101928253,0,0,0,0
HIVEP1,368,400,1147,1215
EDN1,97,73,57,55
PHACTR1,119,98,47,57
LOC100130357,7,5,15,14
TBC1D7,108,52,111,52
GFOD1,135,170,33,23
SIRT5,175,110,165,133
NOL7,324,201,397,370
RANBP9,647,503,907,877
MCUR1,256,236,228,215
RNF182,2,11,0,0
CD83,283,178,57,44
LINC01108,0,2,0,0
JARID2,370,204,532,538
JARID2-AS1,0,0,0,0
DTNBP1,133,135,476,445
LINC02543,0,0,0,0
MYLIP,666,459,264,282
MIR4639,0,0,1,0
GMPR,38,51,27,34
ATXN1,593,435,345,310
ATXN1-AS1,31,67,0,0
STMND1,0,0,2,2
RBM24,22,126,0,0
CAP2,187,520,41,47
LOC101928491,0,0,0,0
FAM8A1,622,592,84,91
NUP153,866,503,2222,2199
KIF13A,685,1035,1431,1388
NHLRC1,26,6,34,24
TPMT,364,268,335,367
KDM1B,370,198,234,271
DEK,1725,1130,1746,1648
RNF144B,310,316,46,60
MIR548A1,0,0,0,0
TRQ-CTG1-1,0,0,0,0
LOC101928519,0,0,0,0
ID4,390,516,31,33
MBOAT1,279,253,352,376
NA,2,2,0,0
E2F3,351,243,203,188
CDKAL1,217,149,459,440
LINC00581,0,0,0,0
SOX4,1511,543,221,181
CASC15,9,12,0,0
NBAT1,2,2,1,1
PRL,0,0,0,0
HDGFL1,0,0,0,2
NRSN1,0,0,0,0
DCDC2,3,3,2,3
KAAG1,0,0,0,0
MRS2,323,272,235,238
GPLD1,94,47,54,72
ALDH5A1,642,167,396,434
KIAA0319,2,2,10,3
TDP2,700,283,779,615
ACOT13,217,129,71,62
C6orf62,2657,1083,1102,1051
GMNN,376,125,376,397
ARMH2,0,0,8,8
RIPOR2,820,279,61,45
CMAHP,180,216,33,39
LOC101928663,1,0,0,0
NA,0,0,0,0
CARMIL1,418,156,1768,1709
SCGN,0,3,0,0
H2AC1,0,0,0,0
H2BC1,0,0,0,0
H2AC2P,0,0,0,0
SLC17A4,1,0,0,0
SLC17A1,2,0,0,0
SLC17A3,2,0,0,0
SLC17A2,0,0,0,0
TRIM38,710,442,563,527
H1-1,0,0,18,20
H3C1,0,0,27,24
H4C1,0,0,8,18
H4C2,0,0,75,73
H3C2,0,0,121,126
H2AC4,0,0,22,30
H2BC3,0,0,104,100
H3C3,0,2,106,98
H1-2,123,178,299,358
HFE,234,178,155,142
H4C3,1,0,73,82
H1-6,0,0,0,0
H2BC4,11,10,745,717
H2AC6,67,81,654,514
H1-4,2,7,561,521
H2BC5,26,38,1010,978
H2BC6,0,2,118,129
H4C4,0,0,79,75
H3C4,0,1,195,201
H2AC7,0,0,0,2
H2BC7,1,4,257,261
H4C5,4,0,307,326
H2BC8,4,16,221,197
H2AC8,2,8,228,200
H3C6,3,1,14,28
H1-3,0,5,104,115
H4C6,0,0,10,20
H4C7,0,0,0,0
H3C7,0,0,164,121
H2BC9,1,4,340,322
H3C8,2,0,92,110
H2BC10,0,0,247,266
H4C8,4,7,60,67
TRX-CAT1-2,0,0,0,0
TRR-TCG4-1,0,0,0,0
TRS-GCT6-1,0,0,0,0
TRQ-TTG3-1,0,0,0,0
TRQ-TTG3-2,0,0,0,0
TRS-TGA3-1,0,0,0,0
TRX-CAT1-3,0,0,0,0
TRW-CCA3-1,0,0,0,0
TRR-TCG2-1,0,0,0,0
TRS-AGA2-1,0,0,0,0
TRR-ACG1-1,0,0,0,0
TRX-CAT1-4,0,0,0,0
TRW-CCA3-2,0,0,0,0
BTN3A2,1302,567,635,580
BTN2A2,185,148,127,102
BTN3A1,1151,459,652,665
BTN2A3P,35,41,82,94
BTN3A3,615,432,553,514
BTN2A1,358,364,777,784
LOC285819,1,3,0,0
BTN1A1,8,0,2,4
TRL-CAG1-7,0,0,2,0
HCG11,266,124,0,2
TRT-AGT2-1,0,0,0,0
TRR-ACG1-2,0,0,0,0
TRV-CAC1-6,1,1,0,0
HMGN4,1102,681,22,26
TRA-CGC1-1,0,0,0,0
TRI-AAT5-1,0,0,0,0
TRP-AGG2-2,0,0,0,0
TRK-CTT2-4,0,0,0,0
TRY-GTA1-1,0,0,0,0
TRY-GTA8-1,0,0,0,0
TRY-GTA3-1,0,0,0,0
TRY-GTA6-1,0,0,0,0
ABT1,221,157,36,18
ZNF322,215,163,418,358
TRM-CAT5-1,0,0,0,0
TRI-AAT7-1,0,0,0,0
TRM-CAT4-1,0,0,0,0
TRM-CAT4-2,0,0,0,0
TRI-AAT6-1,0,0,0,0
NA,0,0,0,0
NA,0,0,0,0
GUSBP2,7,3,49,54
LINC00240,6,2,0,0
LOC100270746,5,9,0,0
TRI-TAT2-2,1,1,0,0
TRP-CGG2-1,0,0,0,0
TRS-GCT1-1,0,0,0,0
H2BC11,5,14,219,228
H2AC11,6,1,373,340
H2BC12,134,163,839,819
H4C9,0,3,26,34
H2AC12,2,2,268,253
MIR3143,0,0,0,0
TRV-CAC9-1,0,0,0,0
TRH-GTG1-5,0,0,0,0
TRT-AGT6-1,0,0,0,0
TRI-AAT5-2,0,0,0,0
TRV-CAC6-1,0,0,0,0
TRS-CGA2-1,0,0,0,0
TRR-ACG2-2,0,0,0,0
TRR-ACG2-3,0,0,0,0
TRL-TAA4-1,0,0,0,0
TRV-AAC5-1,0,0,0,0
TRI-AAT5-3,0,0,0,0
PRSS16,142,21,35,37
TRI-AAT9-1,0,0,0,0
TRI-AAT3-1,0,0,0,0
TRV-CAC2-1,0,0,0,0
TRV-TAC4-1,0,0,0,0
TRQ-CTG5-1,0,0,0,0
TRS-GCT2-1,0,0,0,0
POM121L2,0,2,0,0
LOC105375107,0,0,0,0
VN1R10P,0,0,0,0
TRX-CAT1-5,0,0,0,0
TRK-TTT6-1,0,0,0,0
ZNF204P,113,65,90,78
ZNF391,90,52,45,72
ZNF184,166,98,192,241
TRS-AGA2-2,0,0,0,0
TRD-GTC2-6,1,0,0,0
TRS-AGA2-3,0,0,0,0
TRS-AGA2-4,0,0,0,0
TRD-GTC2-7,0,0,0,0
TRS-TGA4-1,0,0,0,0
TRQ-CTG1-2,0,0,0,0
TRS-AGA3-1,0,0,0,0
TRS-AGA1-1,0,0,0,0
TRS-TGA2-1,0,0,0,0
TRQ-CTG2-1,0,0,0,0
TRS-AGA4-1,0,0,0,0
TRR-TCT5-1,0,0,0,0
TRK-TTT9-1,0,0,0,0
TRD-GTC3-1,0,0,0,0
TRK-TTT4-1,0,0,0,0
TRX-CAT1-6,0,0,0,0
TRL-CAA3-1,0,0,0,0
TRL-CAA2-1,0,0,0,0
TRT-CGT5-1,0,0,0,0
TRI-TAT2-3,0,0,0,0
TRV-AAC3-1,0,0,0,0
TRI-AAT8-1,0,0,0,0
TRR-ACG2-4,0,0,0,0
TRS-CGA3-1,0,0,0,0
TRV-AAC4-1,0,0,0,0
TRT-AGT2-2,0,0,0,0
TRI-AAT2-1,0,0,0,0
LINC01012,7,0,0,0
TRL-TAA2-1,0,0,0,0
TRT-AGT4-1,0,0,0,0
TRV-CAC7-1,0,0,0,0
TRV-AAC1-5,0,0,0,0
LOC100131289,4,2,0,0
TRX-CAT2-1,0,0,0,0
TRQ-CTG6-1,0,0,0,0
TRQ-TTG3-3,0,0,0,0
H2BC13,0,0,155,170
H2AC13,3,0,126,104
H3C10,5,5,61,74
H2AC14,0,0,214,169
H2BC14,2,0,160,210
H4C11,0,0,4,0
H4C12,4,3,4,4
H2AC15,2,0,94,94
H2BC15,6,1,181,136
H2AC16,0,0,123,164
H1-5,2,6,151,165
H3C11,0,0,146,152
H4C13,0,0,30,38
H3C12,0,0,26,16
H2AC17,2,0,374,282
H2BC17,0,0,143,121
TRX-CAT1-7,0,0,0,0
TRG-GCC2-3,0,0,0,0
OR2B2,0,0,2,2
OR2B6,0,0,4,0
ZNF165,37,33,122,134
ZSCAN12P1,26,17,4,6
ZSCAN16-AS1,10,16,0,0
ZSCAN16,68,17,116,118
ZKSCAN8,591,341,475,428
ZKSCAN8P1,12,5,0,0
ZSCAN9,106,55,248,239
TRS-GCT5-1,0,0,0,0
TOB2P1,5,4,0,0
ZKSCAN4,117,66,76,79
NKAPL,6,8,0,2
ZSCAN26,154,148,196,169
PGBD1,19,60,86,115
ZSCAN31,164,79,57,58
ZKSCAN3,81,71,93,85
ZSCAN12,251,119,159,142
ZSCAN23,70,14,35,38
TRT-TGT1-1,0,0,0,0
TRL-AAG4-1,0,0,0,0
TRT-CGT1-1,0,0,0,0
GPX6,0,0,0,0
GPX5,0,0,0,0
TRI-TAT3-1,0,0,0,0
TRR-TCG5-1,0,0,0,0
ZBED9,6,0,2,2
TRQ-TTG2-1,0,0,0,0
TRS-GCT4-1,0,0,0,0
TRA-AGC3-1,0,0,0,0
TRA-TGC2-1,0,0,0,0
TRT-CGT3-1,0,0,0,0
TRA-AGC4-1,0,0,0,0
